Year,State,Topic,Question,Data_Value,Age_Group,Gender,Race/Ethnicity,Cluster
2019,North Dakota,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,9.5,65 years or older,Female,Unknown,1
2019,Idaho,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,10.4,Overall,Female,Unknown,1
2019,Colorado,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,15.7,50-64 years,Unknown,Hispanic,1
2019,West Virginia,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,13.4,Overall,Male,Unknown,1
2019,South Dakota,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,9.6,Overall,Unknown,Unknown,1
2019,North Dakota,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,9.1,Overall,Male,Unknown,1
2019,Connecticut,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,12.2,65 years or older,Unknown,Unknown,1
2019,Louisiana,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,12.8,Overall,Unknown,"White, non-Hispanic",1
2019,Virginia,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,11.9,65 years or older,Male,Unknown,1
2019,Texas,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,12.5,65 years or older,Male,Unknown,1
2019,South Dakota,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,8.6,50-64 years,Female,Unknown,1
2019,South Dakota,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,8.9,Overall,Unknown,"White, non-Hispanic",1
2019,Michigan,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,11.7,50-64 years,Female,Unknown,1
2019,Maryland,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,9.8,Overall,Unknown,"Black, non-Hispanic",1
2019,Vermont,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,8.5,50-64 years,Male,Unknown,1
2019,Delaware,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,8.5,Overall,Unknown,"White, non-Hispanic",1
2019,New York,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,9.0,50-64 years,Unknown,"White, non-Hispanic",1
2019,West Virginia,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,12.0,65 years or older,Unknown,"White, non-Hispanic",1
2019,Maryland,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,16.0,65 years or older,Unknown,"White, non-Hispanic",1
2019,Alabama,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,14.3,Overall,Unknown,"Black, non-Hispanic",1
2019,District of Columbia,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,12.6,Overall,Unknown,Unknown,1
2019,District of Columbia,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,15.9,65 years or older,Female,Unknown,1
2019,Rhode Island,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,12.1,50-64 years,Unknown,Unknown,1
2019,Alaska,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,10.9,65 years or older,Unknown,"White, non-Hispanic",1
2019,Vermont,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,12.0,65 years or older,Male,Unknown,1
2019,Utah,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,13.0,Overall,Female,Unknown,1
2019,District of Columbia,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,17.2,65 years or older,Male,Unknown,1
2019,Mississippi,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,12.0,65 years or older,Male,Unknown,1
2019,Arkansas,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,12.6,Overall,Unknown,"Black, non-Hispanic",1
2019,Oregon,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,13.4,65 years or older,Male,Unknown,1
2019,Ohio,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,11.0,50-64 years,Female,Unknown,1
2019,New York,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,11.0,Overall,Unknown,Unknown,1
2019,South Dakota,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,10.9,65 years or older,Unknown,"White, non-Hispanic",1
2019,Tennessee,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,13.7,65 years or older,Female,Unknown,1
2019,New Hampshire,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,5.1,50-64 years,Unknown,"White, non-Hispanic",1
2019,Colorado,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,11.1,50-64 years,Female,Unknown,1
2019,Illinois,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,6.0,Overall,Unknown,Unknown,1
2019,Alaska,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,8.0,50-64 years,Female,Unknown,1
2019,Arkansas,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,11.2,65 years or older,Male,Unknown,1
2019,California,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,9.4,65 years or older,Female,Unknown,1
2019,Nebraska,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,7.7,50-64 years,Male,Unknown,1
2019,Maine,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,9.2,Overall,Female,Unknown,1
2019,Vermont,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,11.6,65 years or older,Unknown,Unknown,1
2019,Idaho,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,11.4,50-64 years,Male,Unknown,1
2019,Wyoming,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,8.1,Overall,Unknown,"White, non-Hispanic",1
2019,South Carolina,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,10.6,50-64 years,Female,Unknown,1
2019,Rhode Island,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,11.7,65 years or older,Female,Unknown,1
2019,Florida,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,12.7,Overall,Female,Unknown,1
2019,Tennessee,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,15.3,65 years or older,Male,Unknown,1
2019,North Dakota,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,7.6,Overall,Unknown,"White, non-Hispanic",1
2019,Indiana,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,10.8,65 years or older,Unknown,Unknown,1
2019,Oklahoma,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,15.8,Overall,Male,Unknown,1
2019,Oregon,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,12.8,Overall,Unknown,Unknown,1
2019,Indiana,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,12.6,50-64 years,Female,Unknown,1
2019,Alabama,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,14.8,Overall,Male,Unknown,1
2019,Alaska,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,6.8,50-64 years,Unknown,Unknown,1
2019,Washington,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,9.4,65 years or older,Unknown,"White, non-Hispanic",1
2019,Hawaii,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,10.3,50-64 years,Unknown,Unknown,1
2019,Missouri,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,11.2,Overall,Unknown,"White, non-Hispanic",1
2019,Colorado,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,11.6,50-64 years,Unknown,"White, non-Hispanic",1
2019,North Carolina,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,7.4,50-64 years,Female,Unknown,1
2019,Wyoming,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,5.6,50-64 years,Male,Unknown,1
2019,Mississippi,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,13.6,Overall,Unknown,"Black, non-Hispanic",1
2019,Wyoming,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,8.3,50-64 years,Female,Unknown,1
2019,Minnesota,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,8.8,65 years or older,Female,Unknown,1
2019,Virginia,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,9.4,50-64 years,Female,Unknown,1
2019,Virginia,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,9.7,Overall,Unknown,"White, non-Hispanic",1
2019,Alabama,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,14.6,Overall,Unknown,"White, non-Hispanic",1
2019,Oklahoma,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,15.2,65 years or older,Unknown,Unknown,1
2019,Illinois,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,5.1,Overall,Male,Unknown,1
2019,Connecticut,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,7.9,50-64 years,Male,Unknown,1
2019,Nevada,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,15.4,65 years or older,Unknown,"White, non-Hispanic",1
2019,Missouri,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,9.4,50-64 years,Male,Unknown,1
2019,Ohio,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,11.5,50-64 years,Unknown,Unknown,1
2019,South Carolina,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,11.3,Overall,Female,Unknown,1
2019,Missouri,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,11.5,65 years or older,Unknown,Unknown,1
2019,West Virginia,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,13.4,Overall,Unknown,Unknown,1
2019,Ohio,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,12.1,50-64 years,Male,Unknown,1
2019,New Mexico,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,15.8,Overall,Unknown,Hispanic,1
2019,Kentucky,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,11.5,Overall,Unknown,Unknown,1
2019,Nevada,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,14.2,65 years or older,Male,Unknown,1
2019,Arkansas,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,11.7,Overall,Unknown,Unknown,1
2019,Alabama,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,15.2,50-64 years,Male,Unknown,1
2019,Mississippi,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,12.0,50-64 years,Unknown,"White, non-Hispanic",1
2019,Virginia,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,9.4,50-64 years,Unknown,"White, non-Hispanic",1
2019,Mississippi,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,12.1,Overall,Female,Unknown,1
2019,Hawaii,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,13.7,65 years or older,Male,Unknown,1
2019,Colorado,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,13.7,Overall,Female,Unknown,1
2019,Texas,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,11.3,Overall,Male,Unknown,1
2019,New Mexico,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,13.1,Overall,Male,Unknown,1
2019,Georgia,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,10.2,50-64 years,Female,Unknown,1
2019,South Dakota,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,11.1,65 years or older,Unknown,Unknown,1
2019,Washington,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,11.2,Overall,Unknown,Hispanic,1
2019,California,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,9.9,50-64 years,Unknown,Unknown,1
2019,Indiana,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,11.4,50-64 years,Unknown,Unknown,1
2019,Delaware,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,11.0,65 years or older,Unknown,"White, non-Hispanic",1
2019,Hawaii,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,12.5,65 years or older,Unknown,"White, non-Hispanic",1
2019,Nebraska,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,9.3,50-64 years,Female,Unknown,1
2019,New Mexico,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,12.8,65 years or older,Female,Unknown,1
2019,Wyoming,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,6.9,50-64 years,Unknown,Unknown,1
2019,Louisiana,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,15.1,Overall,Male,Unknown,1
2019,Maryland,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,14.4,65 years or older,Female,Unknown,1
2019,District of Columbia,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,13.2,Overall,Female,Unknown,1
2019,Tennessee,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,16.5,50-64 years,Female,Unknown,1
2019,District of Columbia,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,19.2,65 years or older,Unknown,"Black, non-Hispanic",1
2019,Utah,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,14.0,65 years or older,Male,Unknown,1
2019,Louisiana,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,15.3,50-64 years,Female,Unknown,1
2019,Texas,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,14.5,65 years or older,Unknown,Hispanic,1
2019,Wyoming,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,9.1,65 years or older,Female,Unknown,1
2019,New Hampshire,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,7.3,Overall,Unknown,Unknown,1
2019,Wyoming,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,9.4,65 years or older,Unknown,"White, non-Hispanic",1
2019,Idaho,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,9.9,50-64 years,Unknown,Unknown,1
2019,Iowa,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,13.6,Overall,Female,Unknown,1
2019,Nebraska,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,11.7,65 years or older,Unknown,"White, non-Hispanic",1
2019,Tennessee,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,16.0,Overall,Male,Unknown,1
2019,Pennsylvania,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,13.2,65 years or older,Unknown,Unknown,1
2019,North Carolina,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,7.0,50-64 years,Unknown,Unknown,1
2019,Hawaii,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,10.9,65 years or older,Unknown,Asian/Pacific Islander,1
2019,Texas,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,11.1,50-64 years,Unknown,"White, non-Hispanic",1
2019,District of Columbia,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,16.5,65 years or older,Unknown,Unknown,1
2019,Colorado,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,13.6,Overall,Unknown,Unknown,1
2019,Kansas,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,11.0,50-64 years,Unknown,"White, non-Hispanic",1
2019,North Carolina,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,8.0,Overall,Male,Unknown,1
2019,Arkansas,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,11.0,65 years or older,Unknown,"White, non-Hispanic",1
2019,Michigan,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,12.8,Overall,Unknown,"Black, non-Hispanic",1
2019,Illinois,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,5.7,Overall,Unknown,"White, non-Hispanic",1
2019,Kentucky,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,11.8,Overall,Female,Unknown,1
2019,Florida,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,12.6,65 years or older,Male,Unknown,1
2019,Oregon,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,11.8,50-64 years,Male,Unknown,1
2019,Tennessee,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,15.1,Overall,Female,Unknown,1
2019,North Dakota,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,11.3,65 years or older,Male,Unknown,1
2019,District of Columbia,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,11.8,Overall,Male,Unknown,1
2019,Oklahoma,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,14.1,65 years or older,Female,Unknown,1
2019,Minnesota,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,7.3,50-64 years,Unknown,"White, non-Hispanic",1
2019,Arkansas,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,11.6,65 years or older,Unknown,Unknown,1
2019,Kansas,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,9.7,50-64 years,Male,Unknown,1
2019,Arkansas,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,12.0,Overall,Female,Unknown,1
2019,Arizona,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,9.8,50-64 years,Male,Unknown,1
2019,District of Columbia,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,10.5,50-64 years,Female,Unknown,1
2019,Rhode Island,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,13.0,65 years or older,Male,Unknown,1
2019,Hawaii,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,11.3,Overall,Unknown,Unknown,1
2019,Delaware,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,6.6,50-64 years,Unknown,Unknown,1
2019,Alaska,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,8.3,Overall,Unknown,Unknown,1
